#       energy         x-proj    sigmax 
#          MeV             um        um 
0.58884366      7.0849258   0.26076 
0.60255959       7.327329   0.26707 
0.616595      7.5787038   0.27361 
0.63095734      7.8393905    0.2804 
0.64565423      8.1097427   0.28743 
0.66069345      8.3901282   0.29471 
0.67608298      8.6809294   0.30227 
0.69183097      8.9825439    0.3101 
0.70794578      9.2953853   0.31821 
0.72443596      9.6198835   0.32662 
0.74131024       9.956486   0.33534 
0.75857758      10.305658   0.34437 
0.77624712      10.667883   0.35373 
0.79432823      11.043664   0.36343 
0.81283052      11.433525   0.37348 
0.83176377      11.838011   0.38389 
0.85113804      12.257687   0.39468 
0.87096359      12.693144   0.40586 
0.89125094      13.144994   0.41744 
0.91201084      13.613874   0.42944 
0.9332543       14.10045   0.44188 
0.95499259       14.60541   0.45476 
0.97723722      15.129474   0.46811 
1      15.673388   0.48195 
1.023293       16.23793   0.49628 
1.0471285       16.82391   0.51113 
1.0715193      17.432169   0.52651 
1.0964782      18.063584   0.54245 
1.1220185      18.719066   0.55897 
1.1481536      19.399564   0.57609 
1.1748976      20.106065   0.59383 
1.2022644      20.839597    0.6122 
1.2302688      21.601229   0.63125 
1.2589254      22.392073   0.65099 
1.2882496      23.213289   0.67144 
1.3182567      24.066081   0.69263 
1.3489629      24.951703    0.7146 
1.3803843      25.871462   0.73737 
1.4125375      26.826717   0.76097 
1.4454398      27.818881   0.78542 
1.4791084      28.849428   0.81077 
1.5135612      29.919889   0.83705 
1.5488166      31.031859   0.86429 
1.5848932         32.187   0.89253 
1.6218101       33.38704    0.9218 
1.6595869      34.633776   0.95215 
1.6982437      35.929084   0.98361 
1.7378008      37.274911    1.0162 
1.7782794      38.673288    1.0501 
1.8197009      40.126327    1.0851 
1.8620871      41.636228    1.1215 
1.9054607      43.205281    1.1592 
1.9498446       44.83587    1.1983 
1.9952623      46.530477    1.2389 
2.0417379      48.291686    1.2809 
2.0892961      50.122187    1.3246 
2.1379621       52.02478    1.3698 
2.1877616      54.002384    1.4168 
2.2387211      56.058033    1.4655 
2.2908677      58.194889     1.516 
2.3442288      60.416245    1.5684 
2.3988329      62.725528    1.6227 
2.4547089      65.126306    1.6791 
2.5118864      67.622296    1.7377 
2.5703958      70.217369    1.7984 
2.630268      72.915553    1.8614 
2.6915348      75.721044    1.9268 
2.7542287      78.638212    1.9946 
2.8183829      81.671607    2.0651 
2.8840315      84.825968    2.1381 
2.9512092      88.106229     2.214 
3.0199517      91.517528    2.2927 
3.0902954      95.065218    2.3744 
3.1622777      98.754871    2.4593 
3.2359366      102.59229    2.5473 
3.3113112      106.58353    2.6387 
3.3884416      110.73487    2.7336 
3.4673685      115.05288    2.8321 
3.5481339      119.54438    2.9344 
3.6307805      124.21648    3.0406 
3.7153523      129.07661    3.1509 
3.801894      134.13246    3.2654 
3.8904514      139.39207    3.3843 
3.9810717      144.86383    3.5077 
4.0738028      150.55644    3.6359 
4.1686938      156.47898    3.7691 
4.2657952      162.64092    3.9074 
4.3651583      169.05211     4.051 
4.4668359      175.72281    4.2002 
4.5708819      182.66371    4.3551 
4.6773514      189.88595    4.5161 
4.7863009      197.40113    4.6833 
